image_name,bus,traffic light,traffic sign,person,bike,truck,motor,car,rider
train_A_113,0,0,4,0,0,0,0,3,0
train_A_114,0,2,3,1,1,0,0,5,0
train_A_115,0,0,0,0,0,4,0,4,0
train_A_116,0,3,2,4,0,1,0,9,0
train_A_117,0,8,5,0,0,2,0,6,0
train_A_118,0,2,0,2,0,0,0,19,0
train_A_119,0,0,1,0,0,3,0,9,0
train_A_120,0,0,5,0,0,2,0,4,0
train_A_121,0,0,9,0,0,0,0,9,0
train_A_122,0,0,3,0,0,1,0,9,0
train_A_123,1,0,1,1,4,0,0,11,1
train_A_124,1,0,1,8,1,1,1,3,0
train_A_125,0,0,2,0,0,0,0,5,0
train_A_126,0,2,0,0,0,0,0,13,0
train_A_127,1,11,3,0,0,0,0,9,0
train_A_128,0,0,1,0,0,0,0,4,0
train_A_129,0,0,3,0,0,0,0,4,0
train_A_130,0,0,0,0,0,0,0,2,0
train_A_131,1,0,0,0,1,0,0,14,1
train_A_132,0,0,0,0,0,2,0,11,0
train_A_133,0,4,4,2,0,0,0,18,0
train_A_134,0,2,3,0,0,0,0,12,0
train_A_135,0,0,3,0,1,0,0,19,0
train_A_136,0,7,6,3,0,0,0,19,0
train_A_137,0,0,1,0,0,0,0,16,0
train_A_138,0,9,10,0,0,0,0,7,0
train_A_139,0,0,1,0,0,0,0,16,0
train_A_140,1,0,3,0,0,0,0,11,0
train_A_141,0,6,6,5,0,0,0,13,0
train_A_142,0,0,12,3,0,0,0,7,0
train_A_143,0,0,4,0,0,0,0,9,0
train_A_144,0,7,3,3,0,2,0,10,0
train_A_145,1,6,6,10,2,0,0,17,2
train_A_146,0,4,2,1,0,1,0,12,0
train_A_147,0,1,2,0,0,0,0,11,0
train_A_148,0,0,0,0,0,0,0,25,0
train_A_149,0,2,2,0,0,0,0,7,0
train_A_150,0,2,2,10,0,1,0,11,0
train_A_151,0,2,5,0,0,0,0,13,0
train_A_152,0,7,10,4,0,2,0,12,0
train_A_153,0,0,2,5,3,0,1,2,0
train_A_154,0,0,2,0,0,0,0,8,0
train_A_155,0,0,7,0,0,1,0,23,0
train_A_156,0,6,5,4,0,0,0,8,0
train_A_157,1,1,3,5,0,0,0,4,0
train_A_158,0,0,5,0,0,0,0,26,0
train_A_159,1,4,2,3,0,0,0,6,0
train_A_160,1,0,0,0,0,0,0,14,0
train_A_161,0,0,2,0,0,0,0,3,0
train_A_162,0,2,3,0,0,3,0,10,0
train_A_163,0,0,1,2,0,1,0,15,0
train_A_164,0,5,1,0,0,1,0,8,0
train_A_165,1,5,19,0,0,1,0,5,0
train_A_166,0,12,7,1,0,1,0,10,0
train_A_167,0,0,1,0,0,1,0,17,0
train_A_168,0,4,5,0,0,1,0,14,0
train_A_169,0,3,3,0,0,0,0,3,0
train_A_170,0,0,1,3,0,0,0,17,0
train_A_171,0,0,0,1,0,0,0,5,0
train_A_172,0,0,5,0,0,0,0,10,0
train_A_173,0,1,3,0,0,0,0,3,0
train_A_174,0,0,5,0,0,0,0,10,0
train_A_175,0,2,3,0,0,1,0,6,0
train_A_176,2,0,3,0,0,0,0,10,0
train_A_177,0,13,3,1,0,0,0,12,0
train_A_178,0,0,6,0,0,2,0,14,0
train_A_179,0,0,0,0,0,0,0,4,0
train_A_180,2,6,2,1,0,1,0,4,0
train_A_181,0,8,6,1,0,0,1,2,1
train_A_182,0,1,2,6,1,0,0,1,1
train_A_183,0,0,2,0,0,1,0,17,0
train_A_184,1,1,0,0,0,0,0,3,0
train_A_185,0,1,1,0,0,0,0,11,0
train_A_186,0,0,4,0,0,1,0,17,0
train_A_187,1,2,2,0,0,0,0,8,0
train_A_188,1,5,2,0,0,0,0,7,0
train_A_189,0,0,0,0,0,0,0,20,0
train_A_190,0,0,2,0,0,0,0,3,0
train_A_191,3,5,2,1,0,1,0,4,0
train_A_192,0,5,8,2,0,0,0,13,0
train_A_193,0,13,5,0,1,2,0,8,1
train_A_194,0,0,1,0,0,0,0,22,0
train_A_195,0,5,4,4,0,1,0,12,0
train_A_196,0,9,8,3,0,0,0,7,0
train_A_197,1,2,3,2,0,1,0,22,0
train_A_198,0,3,1,1,0,0,0,4,0
train_A_199,0,0,0,0,0,1,0,9,0
train_A_200,0,0,0,0,0,1,0,7,0
train_A_201,1,4,3,5,0,4,0,14,0
train_A_202,1,1,0,3,0,1,0,1,0
train_A_203,1,0,2,0,0,1,0,7,0
train_A_204,0,13,13,0,0,0,0,11,0
train_A_205,0,0,9,0,0,0,0,0,0
train_A_206,0,0,7,0,0,0,0,2,0
train_A_207,0,0,6,0,0,0,0,11,0
train_A_208,1,4,4,5,0,3,0,16,0
train_A_209,1,8,3,6,0,3,0,11,0
train_A_210,0,1,2,0,0,0,0,4,0
train_A_211,0,5,7,1,0,1,0,13,0
train_A_212,0,0,0,0,0,2,0,3,0
train_A_213,0,5,4,0,0,1,0,3,0
train_A_214,0,0,0,1,0,0,0,4,0
train_A_215,0,0,1,0,0,0,0,8,0
train_A_216,0,0,4,0,0,0,0,2,0
train_A_217,0,0,6,0,0,0,0,1,0
train_A_218,0,1,11,0,0,0,0,8,0
train_A_219,0,0,6,8,0,0,0,8,0
train_A_220,0,7,1,1,0,3,0,6,0
train_A_221,0,4,0,3,0,0,0,7,0
train_A_222,0,0,4,0,0,0,0,23,0
train_A_223,0,0,0,0,0,0,0,4,0
train_A_224,0,9,9,3,1,0,0,11,1
train_A_225,0,2,1,0,0,0,0,5,0
train_A_226,0,0,2,0,0,1,0,2,0
train_A_227,0,0,2,0,0,2,0,12,0
train_A_228,0,1,5,0,0,2,0,17,0
train_A_229,0,0,2,0,0,0,0,5,0
train_A_230,0,6,2,10,1,0,0,7,1
train_A_231,0,0,0,0,0,2,0,6,0
train_A_232,0,0,0,0,0,0,0,9,0
train_A_233,1,0,0,1,0,0,0,3,0
train_A_234,0,7,7,1,0,0,0,23,0
train_A_235,0,0,2,0,0,0,0,10,0
train_A_236,0,2,5,1,1,0,0,5,1
train_A_237,0,0,2,0,0,0,0,9,0
train_A_238,0,0,0,0,0,0,0,17,0
train_A_239,0,7,7,4,0,0,1,9,0
train_A_240,0,0,1,0,0,0,0,9,0
train_A_241,0,0,5,0,0,0,0,22,0
train_A_242,0,0,2,0,0,0,0,12,0
train_A_243,0,0,2,2,0,0,0,11,0
train_A_244,0,9,3,0,0,0,0,7,0
train_A_245,0,0,9,0,0,0,0,7,0
train_A_246,0,0,2,0,0,0,0,12,0
train_A_247,0,0,2,0,0,0,0,13,0
train_A_248,0,0,0,0,1,0,0,10,1
train_A_249,0,0,6,0,0,0,0,22,0
train_A_250,0,3,10,2,0,0,0,5,0
train_A_251,0,1,6,9,0,0,1,3,1
train_A_252,0,7,3,0,0,1,0,20,0
train_A_253,0,0,0,0,0,0,0,6,0
train_A_254,0,3,3,2,0,1,0,16,0
train_A_255,0,0,2,0,0,0,0,22,0
train_A_256,0,0,4,0,0,1,0,8,0
train_A_257,0,3,3,0,0,0,0,16,0
train_A_258,1,4,4,1,0,0,0,15,0
train_A_259,0,9,5,0,0,0,0,7,0
train_A_260,0,8,5,2,0,0,0,7,0
train_A_261,0,3,1,0,0,1,0,12,0
train_A_262,0,0,2,0,0,0,0,21,0
train_A_263,0,0,1,0,0,0,0,3,0
train_A_264,0,0,0,0,0,1,0,13,0
train_A_265,0,0,6,0,0,0,0,5,0
train_A_266,0,0,8,8,1,0,0,5,1
train_A_267,0,0,1,0,0,0,0,21,0
train_A_268,0,0,3,0,0,1,0,4,0
train_A_269,0,1,8,2,0,0,0,13,0
train_A_270,0,0,9,0,0,1,0,20,0
train_A_271,0,0,1,0,0,0,0,6,0
train_A_272,0,0,2,0,0,4,0,18,0
train_A_273,0,0,3,0,0,0,0,10,0
train_A_274,0,0,3,1,0,2,0,21,0
train_A_275,0,4,4,5,0,1,0,14,0
train_A_276,2,1,3,0,0,0,0,4,0
train_A_277,0,0,2,0,0,1,0,12,0
train_A_278,0,0,3,0,0,0,0,22,0
train_A_279,0,7,5,0,0,0,0,13,0
train_A_280,0,0,6,0,0,0,0,13,0
train_A_281,0,0,2,0,0,0,0,16,0
train_A_282,0,0,2,0,0,0,0,9,0
train_A_283,0,5,4,3,0,0,0,3,0
train_A_284,1,1,1,3,0,0,0,7,0
train_A_285,1,0,0,2,0,3,0,9,0
train_A_286,0,0,1,0,1,0,2,16,0
train_A_287,0,4,1,3,0,0,0,3,0
train_A_288,1,3,6,11,0,1,0,3,0
train_A_289,0,4,8,4,0,0,0,14,0
train_A_290,0,0,2,0,0,0,0,20,0
train_A_291,1,5,5,1,0,0,0,15,0
train_A_292,0,0,1,0,0,0,0,21,0
train_A_293,0,2,0,0,0,1,0,13,0
train_A_294,2,8,4,5,0,1,0,5,1
train_A_295,0,0,2,0,0,1,1,7,0
train_A_296,0,0,6,0,0,0,0,10,0
train_A_297,1,2,10,1,0,3,1,21,0
train_A_298,0,6,8,1,0,1,0,4,0
train_A_299,0,4,15,0,0,1,0,10,0
train_A_300,0,2,3,0,1,1,1,2,0
train_A_301,0,0,0,0,0,1,0,12,0
train_A_302,0,0,1,0,0,0,0,3,0
train_A_303,0,0,5,0,0,0,0,4,0
train_A_304,0,0,5,0,0,1,0,6,0
train_A_305,0,2,11,1,0,1,0,9,0
train_A_306,0,0,4,2,0,0,0,5,0
train_A_307,0,0,0,0,0,0,0,4,0
train_A_308,0,0,0,0,0,0,0,3,0
train_A_309,0,0,1,0,0,0,0,22,0
train_A_310,0,0,7,0,0,4,0,20,0
train_A_311,0,4,3,0,0,0,0,11,0
train_A_312,0,1,4,13,1,1,0,5,0
train_A_313,0,0,1,0,0,0,0,12,0
train_A_314,0,0,4,0,0,2,0,7,0
train_A_315,1,7,11,2,0,0,0,1,0
train_A_316,0,1,9,0,0,0,0,5,0
train_A_317,0,0,1,0,0,0,0,2,0
train_A_318,0,4,8,0,0,1,0,10,0
train_A_319,0,0,5,0,0,0,0,0,0
train_A_320,0,0,1,2,0,0,1,21,0
train_A_321,0,0,1,2,0,0,0,2,0
train_A_322,0,0,0,0,0,0,0,14,0
train_A_323,0,6,3,0,0,0,0,10,0
train_A_324,1,3,2,0,0,0,0,14,0
train_A_325,0,3,2,10,0,0,0,6,0
train_A_326,0,0,2,1,0,0,0,4,0
train_A_327,0,0,0,0,0,0,0,17,0
train_A_328,0,0,1,0,0,0,0,4,0
train_A_329,0,0,0,0,0,1,0,9,0
train_A_330,0,0,0,0,0,0,0,24,0
train_A_331,0,10,9,3,2,0,0,4,0
train_A_332,0,0,2,0,0,0,0,4,0
train_A_333,1,0,3,1,0,0,0,14,0
train_A_334,0,0,0,0,0,0,0,7,0
train_A_335,0,2,0,0,0,1,0,8,0
train_A_336,1,1,1,0,0,2,0,1,0
train_A_337,0,0,7,1,0,0,0,11,0
train_A_338,1,0,11,1,0,0,0,16,0
train_A_339,0,1,0,0,0,1,0,14,0
train_A_340,0,0,4,0,0,1,0,6,0
train_A_341,0,0,1,0,1,0,0,3,1
train_A_342,0,1,4,0,0,1,0,6,0
train_A_343,2,2,2,2,0,2,0,6,0
train_A_344,0,2,2,0,0,1,0,19,0
train_A_345,0,8,4,1,0,1,0,4,0
train_A_346,0,5,5,4,0,1,0,12,0
train_A_347,1,11,5,11,0,2,0,8,0
train_A_348,0,2,0,0,0,0,0,5,0
train_A_349,1,3,5,10,1,2,0,5,0
train_A_350,0,0,4,0,0,2,0,8,0
train_A_351,0,0,1,0,0,0,0,3,0
train_A_352,0,2,0,0,0,2,0,6,0
train_A_353,0,0,10,0,0,0,0,16,0
train_A_354,0,0,4,0,0,2,0,43,0
train_A_355,1,2,4,0,0,1,0,8,0
train_A_356,0,0,2,2,0,0,0,3,0
train_A_357,1,6,6,0,0,0,0,11,0
train_A_358,0,3,2,1,0,0,0,21,0
train_A_359,1,7,6,3,0,1,0,8,0
train_A_360,0,0,0,0,0,1,0,5,0
train_A_361,0,10,6,1,0,0,0,13,0
train_A_362,0,0,2,0,0,5,0,11,0
train_A_363,0,2,4,3,0,0,1,17,0
train_A_364,0,0,1,0,0,0,0,3,0
train_A_365,0,14,4,14,0,0,0,8,0
train_A_366,1,2,3,0,0,1,0,8,0
train_A_367,1,1,0,0,0,0,0,1,0
train_A_368,0,7,9,0,0,1,0,8,0
train_A_369,0,9,7,2,0,1,0,3,0
train_A_370,0,0,3,0,0,1,0,19,0
train_A_371,0,2,4,0,0,1,0,8,0
train_A_372,0,2,6,14,1,0,0,11,0
train_A_373,1,2,7,6,0,0,0,8,0
train_A_374,0,0,3,1,0,0,0,11,0
train_A_375,0,10,6,0,0,0,0,10,0
train_A_376,0,6,9,6,0,1,0,6,0
train_A_377,0,9,3,0,0,0,0,9,0
train_A_378,0,0,0,0,0,0,0,9,0
train_A_379,0,4,1,5,0,0,0,12,0
train_A_380,0,8,14,4,0,0,0,18,0
train_A_381,0,6,2,2,0,1,0,9,0
train_A_382,0,3,5,0,0,0,0,7,0
train_A_383,0,0,0,0,0,1,0,9,0
train_A_384,0,0,2,2,0,0,0,18,0
train_A_385,0,4,2,0,0,1,0,15,0
train_A_386,0,0,1,0,0,0,0,19,0
train_A_387,1,0,0,0,0,0,0,13,0
train_A_388,0,0,5,0,0,0,0,19,0
train_A_389,0,0,3,0,0,0,0,3,0
train_A_390,0,0,0,1,0,2,0,12,0
train_A_391,1,6,2,0,0,0,0,7,0
train_A_392,0,0,2,0,0,0,0,5,0
train_A_393,0,0,1,1,0,0,0,5,0
train_A_394,0,6,1,15,0,0,0,6,0
train_A_395,0,11,17,3,0,1,0,11,0
train_A_396,1,4,1,11,1,1,0,6,1
train_A_397,0,0,3,0,0,0,0,5,0
train_A_398,0,2,1,1,0,1,0,8,0
train_A_399,0,5,3,0,0,0,0,7,0
train_A_400,0,11,5,1,0,0,0,13,0
train_A_401,0,3,4,8,1,3,1,7,2
train_A_402,1,7,7,1,0,2,0,13,0
train_A_403,0,0,3,0,0,1,0,11,0
train_A_404,0,8,3,1,5,1,0,9,0
train_A_405,2,1,2,8,0,0,0,7,0
train_A_406,0,3,1,1,0,5,0,21,0
train_A_407,0,6,2,0,0,1,0,9,0
train_A_408,1,5,3,6,1,0,0,3,1
train_A_409,0,0,0,0,0,0,0,4,0
train_A_410,0,2,3,2,1,0,0,13,1
train_A_411,1,6,2,0,0,1,0,15,0
train_A_412,0,0,0,0,0,1,0,18,0
train_A_413,0,0,0,0,0,0,0,20,0
train_A_414,0,3,8,0,0,0,0,15,0
train_A_415,0,0,1,4,0,0,0,11,0
train_A_416,0,4,5,4,0,0,0,10,0
train_A_417,0,0,15,0,0,0,0,6,0
train_A_418,0,10,6,0,0,1,0,5,0
train_A_419,0,0,4,1,0,0,0,3,1
train_A_420,0,0,4,0,0,0,0,4,0
train_A_421,2,0,0,0,0,1,0,12,0
train_A_422,0,0,3,3,0,0,0,14,0
train_A_423,1,9,2,13,0,1,0,3,0
train_A_424,0,0,5,0,0,1,0,14,0
train_A_425,0,3,3,0,0,1,0,24,0
train_A_426,0,0,1,0,0,0,0,10,0
train_A_427,0,0,0,2,0,1,0,10,0
train_A_428,0,0,5,0,0,0,0,3,0
train_A_429,0,3,2,0,0,1,0,10,0
train_A_430,0,0,3,0,0,0,0,3,0
train_A_431,0,0,1,0,0,2,0,22,0
train_A_432,1,2,4,0,0,0,0,9,0
train_A_433,0,0,7,1,0,1,0,6,0
train_A_434,0,0,0,0,0,0,0,6,0
train_A_435,0,0,2,0,0,1,0,18,0
train_A_436,1,6,7,9,0,0,0,3,0
train_A_437,0,4,4,18,0,0,0,5,0
train_A_438,0,3,0,0,0,0,0,14,0
train_A_439,0,1,1,0,0,4,0,1,0
train_A_440,1,6,6,5,0,1,0,12,1
train_A_441,3,0,0,2,0,0,0,8,0
train_A_442,1,4,4,0,0,1,0,17,0
train_A_443,0,2,1,0,0,0,0,2,0
train_A_444,0,0,4,0,0,0,0,5,0
train_A_445,0,0,3,6,0,0,0,5,0
train_A_446,0,0,1,0,0,1,0,4,0
train_A_447,0,0,8,0,0,0,0,3,0
train_A_448,0,0,3,0,0,1,0,17,0
train_A_449,0,0,6,0,0,0,0,15,0
train_A_450,0,3,5,0,0,1,0,1,0
train_A_451,0,3,10,6,0,0,0,16,0
train_A_452,0,6,12,0,0,0,0,9,0
train_A_453,0,1,0,0,0,0,0,20,0
train_A_454,0,0,1,0,0,1,0,5,0
train_A_455,0,9,4,0,0,0,0,13,0
train_A_456,0,6,8,1,0,0,0,6,0
train_A_457,0,0,1,0,0,0,0,13,0
train_A_458,0,0,0,0,0,0,0,19,0
train_A_459,0,0,2,0,0,1,0,12,0
train_A_460,0,0,12,0,0,0,0,15,0
train_A_461,0,0,1,0,0,0,0,22,0
train_A_462,0,0,1,0,0,0,0,4,0
train_A_463,0,0,1,0,0,0,0,23,0
train_A_464,0,3,2,1,0,1,0,15,0
train_A_465,1,10,2,0,0,1,0,15,0
train_A_466,0,7,5,0,0,1,0,16,0
train_A_467,1,6,9,1,0,1,0,15,0
train_A_468,0,4,4,0,0,1,0,10,0
train_A_469,1,1,11,1,0,0,0,10,0
train_A_470,1,3,3,1,0,0,0,17,0
train_A_471,0,0,2,0,0,1,0,6,0
train_A_472,0,4,4,1,0,0,0,13,0
train_A_473,0,3,0,1,0,0,0,6,0
train_A_474,0,2,19,0,0,0,0,8,0
train_A_475,0,0,4,0,0,0,0,10,0
train_A_476,0,5,5,6,0,2,0,12,0
train_A_477,0,0,3,0,0,1,0,10,0
train_A_478,0,0,1,0,0,0,0,6,0
train_A_479,0,0,2,0,0,0,0,3,0
train_A_480,0,0,6,0,0,0,0,13,0
train_A_481,0,4,2,0,0,0,0,4,0
train_A_482,0,8,5,3,1,0,0,20,1
train_A_483,0,0,3,0,0,2,0,3,0
train_A_484,0,4,7,10,0,0,0,13,0
train_A_485,0,6,6,0,0,3,0,20,0
train_A_486,0,0,2,1,0,1,0,12,0
train_A_487,0,0,5,0,0,0,0,16,0
train_A_488,0,0,1,0,0,0,0,21,0
train_A_489,0,0,0,0,0,0,0,11,0
train_A_490,0,0,1,0,0,5,0,15,0
train_A_491,0,0,0,0,0,3,0,4,0
train_A_492,1,6,5,0,0,2,0,8,0
train_A_493,0,0,4,0,0,1,0,7,0
train_A_494,0,0,9,0,0,0,0,6,0
train_A_495,0,2,5,0,0,0,0,23,0
train_A_496,0,2,0,0,0,0,0,25,0
train_A_497,0,1,2,1,0,1,0,9,0
train_A_498,0,0,5,0,0,0,0,2,0
train_A_499,0,0,2,0,0,0,0,13,0
train_A_500,0,0,3,0,0,0,0,6,0
train_B_1,0,1,1,0,0,0,0,6,0
train_B_2,0,1,0,1,0,0,0,3,0
train_B_3,0,2,3,0,0,0,0,12,0
train_B_4,0,0,1,0,0,0,0,6,0
train_B_5,0,0,7,0,0,1,0,6,0
train_B_6,0,0,1,0,0,0,0,9,0
train_B_7,0,5,0,12,0,0,0,12,0
train_B_8,0,1,3,0,0,1,0,4,0
train_B_9,0,6,3,1,0,0,0,19,0
train_B_10,0,0,3,0,0,0,0,14,0
train_B_11,0,7,2,0,0,0,0,18,0
train_B_12,0,8,7,0,0,0,0,16,0
train_B_13,0,6,15,1,0,0,0,8,0
train_B_14,0,0,1,0,0,0,0,5,0
train_B_15,0,1,0,1,0,0,0,6,0
train_B_16,0,8,7,1,0,0,0,11,0
train_B_17,0,0,2,0,0,1,0,11,0
train_B_18,0,4,4,0,0,0,0,6,0
train_B_19,0,1,2,0,0,0,0,12,0
train_B_20,0,2,3,0,0,0,0,9,0
train_B_21,0,0,2,0,0,0,0,13,0
train_B_22,0,2,5,0,0,0,0,16,0
train_B_23,0,10,8,0,0,0,0,3,0
train_B_24,0,1,6,0,0,0,0,14,0
train_B_25,0,0,5,0,0,0,0,21,0
train_B_26,0,11,4,1,0,1,0,7,0
train_B_27,0,0,3,0,0,1,0,6,0
train_B_28,1,2,6,1,0,0,0,8,0
train_B_29,2,2,5,0,0,0,0,6,0
train_B_30,0,0,3,0,0,0,0,3,0
train_B_31,0,2,3,0,0,0,0,17,0
train_B_32,0,1,2,0,0,0,0,9,0
train_B_33,0,0,8,0,0,0,0,14,0
train_B_34,0,6,3,1,0,0,0,7,0
train_B_35,0,2,4,0,0,0,0,2,0
train_B_36,0,4,3,0,0,0,0,4,0
train_B_37,0,4,2,0,0,0,0,14,0
train_B_38,0,5,1,0,0,0,0,8,0
train_B_39,0,4,3,0,0,0,0,13,0
train_B_40,0,2,1,0,0,0,0,18,0
train_B_41,0,10,4,0,0,0,0,13,0
train_B_42,0,0,5,0,0,0,0,12,0
train_B_43,1,4,6,0,0,0,0,9,0
train_B_44,0,0,5,0,0,0,0,8,0
train_B_45,0,0,3,0,0,0,0,17,0
train_B_46,0,0,2,0,0,1,0,6,0
train_B_47,0,5,3,0,0,0,0,17,0
train_B_48,0,2,1,0,0,0,0,18,0
train_B_49,0,0,2,0,0,0,0,11,0
train_B_50,0,0,5,0,0,1,0,10,0
train_B_51,0,0,1,0,0,0,0,13,0
train_B_52,0,0,2,0,0,0,0,5,0
train_B_53,0,2,2,0,0,0,0,0,0
train_B_54,0,2,1,0,0,0,0,21,0
train_B_55,0,9,6,10,0,0,0,8,0
train_B_56,0,2,7,1,0,0,2,14,0
train_B_57,0,0,3,0,0,0,0,13,0
train_B_58,0,2,5,1,0,0,0,9,0
train_B_59,0,5,2,0,0,1,0,10,0
train_B_60,0,4,0,0,0,0,0,15,0
train_B_61,0,2,7,0,0,0,0,19,0
train_B_62,0,1,4,0,0,1,0,12,0
train_B_63,0,3,0,0,0,0,0,3,0
train_B_64,0,0,1,5,0,0,0,3,0
train_B_65,0,2,0,0,0,0,0,17,0
train_B_66,0,6,3,0,0,0,0,14,0
train_B_67,0,0,7,0,0,0,0,11,0
train_B_68,0,0,1,0,0,0,0,11,0
train_B_69,2,0,2,0,0,0,0,7,0
train_B_70,0,11,7,3,0,0,0,7,0
train_B_71,0,0,6,0,0,0,0,4,0
train_B_72,0,0,8,0,0,0,0,5,0
train_B_73,0,0,1,0,0,0,0,4,0
train_B_74,0,0,0,0,0,0,0,18,0
train_B_75,0,0,10,0,0,0,0,1,0
train_B_76,0,1,1,0,0,0,0,1,0
train_B_77,0,0,4,0,0,0,0,6,0
train_B_78,0,1,1,0,0,0,0,7,0
train_B_79,0,3,3,0,0,0,0,7,0
train_B_80,0,2,3,0,0,0,0,7,0
